Report_Type,Date_or_Range,Year,Month,Day_of_Week,Daily_Sales_Price_Per_Unit,Sales_Per_Unit_Q1,Monthly_Avg_Unit_Sales_Price,Daily_Revenue,Daily_Gross_Profit,Daily_Gross_Profit_Percentage,Daily_Cost_Per_Unit,Gross_Profit_Per_Unit,Final_PED,Performance_Conclusion,Total_Cost_of_Sales,Total_Sales,Total_Quantity_Sold
PED Summary,2014-08-26 to 2014-09-08,-,-,-,-,-,-,-,-,-,-,-,-10.57,WORSE/SAME,-,-,-
PED Summary,2015-09-25 to 2015-10-06,-,-,-,-,-,-,-,-,-,-,-,-6.24,WORSE/SAME,-,-,-
PED Summary,2016-06-21 to 2016-07-02,-,-,-,-,-,-,-,-,-,-,-,-6.42,WORSE/SAME,-,-,-
Grand Totals,All Dates,-,-,-,-,-,-,-,-,-,-,-,-,-,194026108,186909825,5279872
Daily Detail,12/30/2013,2013,12,Mon,32.8,33,32.57,223938,-6142,-2.74,33.7,-0.9,-,-,-,-,-
Daily Detail,12/31/2013,2013,12,Tue,32.41,32,32.57,300345,-6641,-2.21,33.12,-0.72,-,-,-,-,-
Daily Detail,1/1/2014,2014,1,Wed,32.41,32,33.41,86782,-1204,-1.39,32.86,-0.45,-,-,-,-,-
Daily Detail,1/2/2014,2014,1,Thu,32.42,32,33.41,200173,-2708,-1.35,32.86,-0.44,-,-,-,-,-
Daily Detail,1/3/2014,2014,1,Fri,32.42,32,33.41,326906,-6900,-2.11,33.1,-0.68,-,-,-,-,-
Daily Detail,1/4/2014,2014,1,Sat,32.42,32,33.41,307044,-6608,-2.15,33.12,-0.7,-,-,-,-,-
Daily Detail,1/5/2014,2014,1,Sun,32.44,32,33.41,179189,-3894,-2.17,33.14,-0.7,-,-,-,-,-
Daily Detail,1/6/2014,2014,1,Mon,32.43,32,33.41,306352,-7094,-2.32,33.18,-0.75,-,-,-,-,-
Daily Detail,1/7/2014,2014,1,Tue,32.41,32,33.41,224020,-5514,-2.46,33.21,-0.8,-,-,-,-,-
Daily Detail,1/8/2014,2014,1,Wed,34.06,34,33.41,101836,2454,2.41,33.24,0.82,-,-,-,-,-
Daily Detail,1/9/2014,2014,1,Thu,34.13,34,33.41,107804,2988,2.77,33.18,0.95,-,-,-,-,-
Daily Detail,1/10/2014,2014,1,Fri,34.11,34,33.41,144830,3496,2.41,33.29,0.82,-,-,-,-,-
Daily Detail,1/11/2014,2014,1,Sat,34.11,34,33.41,146571,3391,2.31,33.32,0.79,-,-,-,-,-
Daily Detail,1/12/2014,2014,1,Sun,34.13,34,33.41,95422,2296,2.41,33.31,0.82,-,-,-,-,-
Daily Detail,1/13/2014,2014,1,Mon,34.1,34,33.41,114883,2697,2.35,33.3,0.8,-,-,-,-,-
Daily Detail,1/14/2014,2014,1,Tue,34.11,34,33.41,80091,1994,2.49,33.26,0.85,-,-,-,-,-
Daily Detail,1/15/2014,2014,1,Wed,34.08,34,33.41,98945,1786,1.81,33.47,0.62,-,-,-,-,-
Daily Detail,1/16/2014,2014,1,Thu,34.08,34,33.41,84905,1555,1.83,33.46,0.62,-,-,-,-,-
Daily Detail,1/17/2014,2014,1,Fri,34.14,34,33.41,135461,2758,2.04,33.44,0.7,-,-,-,-,-
Daily Detail,1/18/2014,2014,1,Sat,34.13,34,33.41,149926,2998,2,33.45,0.68,-,-,-,-,-
Daily Detail,1/19/2014,2014,1,Sun,34.14,34,33.41,74297,1515,2.04,33.45,0.7,-,-,-,-,-
Daily Detail,1/20/2014,2014,1,Mon,34.12,34,33.41,83356,1567,1.88,33.48,0.64,-,-,-,-,-
Daily Detail,1/21/2014,2014,1,Tue,34.09,34,33.41,89922,1533,1.7,33.51,0.58,-,-,-,-,-
Daily Detail,1/22/2014,2014,1,Wed,33.92,34,33.41,57806,649,1.12,33.54,0.38,-,-,-,-,-
Daily Detail,1/23/2014,2014,1,Thu,34.18,34,33.41,63978,1114,1.74,33.58,0.6,-,-,-,-,-
Daily Detail,1/24/2014,2014,1,Fri,34.17,34,33.41,116959,2135,1.83,33.54,0.62,-,-,-,-,-
Daily Detail,1/25/2014,2014,1,Sat,34.17,34,33.41,155273,2637,1.7,33.59,0.58,-,-,-,-,-
Daily Detail,1/26/2014,2014,1,Sun,34.17,34,33.41,82885,1302,1.57,33.63,0.54,-,-,-,-,-
Daily Detail,1/27/2014,2014,1,Mon,34.18,34,33.41,72353,976,1.35,33.72,0.46,-,-,-,-,-
Daily Detail,1/28/2014,2014,1,Tue,34.16,34,33.41,50416,647,1.28,33.72,0.44,-,-,-,-,-
Daily Detail,1/29/2014,2014,1,Wed,34.17,34,33.41,67458,929,1.38,33.7,0.47,-,-,-,-,-
Daily Detail,1/30/2014,2014,1,Thu,34.16,34,33.41,64640,882,1.36,33.7,0.47,-,-,-,-,-
Daily Detail,1/31/2014,2014,1,Fri,34.17,34,33.41,137694,2084,1.51,33.65,0.52,-,-,-,-,-
Daily Detail,2/1/2014,2014,2,Sat,34.16,34,32.47,181209,2773,1.53,33.64,0.52,-,-,-,-,-
Daily Detail,2/2/2014,2014,2,Sun,34.17,34,32.47,113434,1967,1.73,33.57,0.59,-,-,-,-,-
Daily Detail,2/3/2014,2014,2,Mon,34.17,34,32.47,143193,2687,1.88,33.53,0.64,-,-,-,-,-
Daily Detail,2/4/2014,2014,2,Tue,34.16,34,32.47,130127,1631,1.25,33.73,0.43,-,-,-,-,-
Daily Detail,2/5/2014,2014,2,Wed,32.47,32,32.47,187156,-7923,-4.23,33.84,-1.37,-,-,-,-,-
Daily Detail,2/6/2014,2014,2,Thu,33.79,34,32.47,102315,337,0.33,33.68,0.11,-,-,-,-,-
Daily Detail,2/7/2014,2014,2,Fri,32.48,32,32.47,301554,-11975,-3.97,33.77,-1.29,-,-,-,-,-
Daily Detail,2/8/2014,2014,2,Sat,32.46,32,32.47,316073,-13682,-4.33,33.87,-1.41,-,-,-,-,-
Daily Detail,2/9/2014,2014,2,Sun,32.47,32,32.47,135178,-6353,-4.7,34,-1.53,-,-,-,-,-
Daily Detail,2/10/2014,2014,2,Mon,32.45,32,32.47,147728,-7101,-4.81,34.01,-1.56,-,-,-,-,-
Daily Detail,2/11/2014,2014,2,Tue,32.48,32,32.47,135499,-4325,-3.19,33.51,-1.04,-,-,-,-,-
Daily Detail,2/12/2014,2014,2,Wed,32.45,32,32.47,163433,-3460,-2.12,33.13,-0.69,-,-,-,-,-
Daily Detail,2/13/2014,2014,2,Thu,32.47,32,32.47,138292,-2735,-1.98,33.11,-0.64,-,-,-,-,-
Daily Detail,2/14/2014,2014,2,Fri,32.45,32,32.47,336901,-6619,-1.96,33.09,-0.64,-,-,-,-,-
Daily Detail,2/15/2014,2014,2,Sat,32.45,32,32.47,367729,-6245,-1.7,33,-0.55,-,-,-,-,-
Daily Detail,2/16/2014,2014,2,Sun,32.45,32,32.47,133914,-2883,-2.15,33.15,-0.7,-,-,-,-,-
Daily Detail,2/17/2014,2014,2,Mon,32.44,32,32.47,150800,-2087,-1.38,32.89,-0.45,-,-,-,-,-
Daily Detail,2/18/2014,2014,2,Tue,34.17,34,32.47,55592,2129,3.83,32.86,1.31,-,-,-,-,-
Daily Detail,2/19/2014,2014,2,Wed,32.44,32,32.47,106427,-1309,-1.23,32.84,-0.4,-,-,-,-,-
Daily Detail,2/20/2014,2014,2,Thu,34.17,34,32.47,78941,3007,3.81,32.87,1.3,-,-,-,-,-
Daily Detail,2/21/2014,2014,2,Fri,32.43,32,32.47,317916,-4174,-1.31,32.86,-0.43,-,-,-,-,-
Daily Detail,2/22/2014,2014,2,Sat,31.64,32,32.47,309218,-10899,-3.52,32.76,-1.12,-,-,-,-,-
Daily Detail,2/23/2014,2014,2,Sun,32.43,32,32.47,138492,-2261,-1.63,32.96,-0.53,-,-,-,-,-
Daily Detail,2/24/2014,2014,2,Mon,32.43,32,32.47,133146,-1359,-1.02,32.76,-0.33,-,-,-,-,-
Daily Detail,2/25/2014,2014,2,Tue,32.43,32,32.47,224995,-2551,-1.13,32.8,-0.37,-,-,-,-,-
Daily Detail,2/26/2014,2014,2,Wed,32.46,32,32.47,225052,-3162,-1.41,32.91,-0.46,-,-,-,-,-
Daily Detail,2/27/2014,2014,2,Thu,31.07,31,32.47,344300,-21636,-6.28,33.02,-1.95,-,-,-,-,-
Daily Detail,2/28/2014,2014,2,Fri,31.81,32,32.47,661877,-24780,-3.74,33,-1.19,-,-,-,-,-
Daily Detail,3/1/2014,2014,3,Sat,32.06,32,32.75,846678,-25404,-3,33.02,-0.96,-,-,-,-,-
Daily Detail,3/2/2014,2014,3,Sun,31.92,32,32.75,478902,-16652,-3.48,33.03,-1.11,-,-,-,-,-
Daily Detail,3/3/2014,2014,3,Mon,31.91,32,32.75,538827,-18740,-3.48,33.02,-1.11,-,-,-,-,-
Daily Detail,3/4/2014,2014,3,Tue,31.7,32,32.75,310346,-12979,-4.18,33.03,-1.33,-,-,-,-,-
Daily Detail,3/5/2014,2014,3,Wed,31.74,32,32.75,256391,-10918,-4.26,33.09,-1.35,-,-,-,-,-
Daily Detail,3/6/2014,2014,3,Thu,33.08,33,32.75,167804,-332,-0.2,33.15,-0.07,-,-,-,-,-
Daily Detail,3/7/2014,2014,3,Fri,31.98,32,32.75,465318,-18457,-3.97,33.25,-1.27,-,-,-,-,-
Daily Detail,3/8/2014,2014,3,Sat,31.99,32,32.75,520147,-21352,-4.1,33.3,-1.31,-,-,-,-,-
Daily Detail,3/9/2014,2014,3,Sun,32.04,32,32.75,224699,-8891,-3.96,33.3,-1.27,-,-,-,-,-
Daily Detail,3/10/2014,2014,3,Mon,32.05,32,32.75,286231,-11412,-3.99,33.32,-1.28,-,-,-,-,-
Daily Detail,3/11/2014,2014,3,Tue,32.62,33,32.75,187143,-4356,-2.33,33.38,-0.76,-,-,-,-,-
Daily Detail,3/12/2014,2014,3,Wed,32.48,32,32.75,191700,-5453,-2.84,33.4,-0.92,-,-,-,-,-
Daily Detail,3/13/2014,2014,3,Thu,32.57,33,32.75,164664,-4311,-2.62,33.42,-0.85,-,-,-,-,-
Daily Detail,3/14/2014,2014,3,Fri,32.54,33,32.75,395941,-10825,-2.73,33.43,-0.89,-,-,-,-,-
Daily Detail,3/15/2014,2014,3,Sat,32.45,32,32.75,518183,-16200,-3.13,33.46,-1.01,-,-,-,-,-
Daily Detail,3/16/2014,2014,3,Sun,32.52,33,32.75,226618,-6573,-2.9,33.47,-0.94,-,-,-,-,-
Daily Detail,3/17/2014,2014,3,Mon,32.52,33,32.75,243708,-7086,-2.91,33.47,-0.95,-,-,-,-,-
Daily Detail,3/18/2014,2014,3,Tue,35.04,35,32.75,94850,4278,4.51,33.46,1.58,-,-,-,-,-
Daily Detail,3/19/2014,2014,3,Wed,35.03,35,32.75,92387,4131,4.47,33.47,1.57,-,-,-,-,-
Daily Detail,3/20/2014,2014,3,Thu,35.03,35,32.75,180395,8051,4.46,33.47,1.56,-,-,-,-,-
Daily Detail,3/21/2014,2014,3,Fri,35.04,35,32.75,200940,8921,4.44,33.48,1.56,-,-,-,-,-
Daily Detail,3/22/2014,2014,3,Sat,35.04,35,32.75,172954,7753,4.48,33.47,1.57,-,-,-,-,-
Daily Detail,3/23/2014,2014,3,Sun,35.04,35,32.75,70195,3133,4.46,33.48,1.56,-,-,-,-,-
Daily Detail,3/24/2014,2014,3,Mon,35.03,35,32.75,81378,3674,4.51,33.45,1.58,-,-,-,-,-
Daily Detail,3/25/2014,2014,3,Tue,34.07,34,32.75,130227,2833,2.18,33.33,0.74,-,-,-,-,-
Daily Detail,3/26/2014,2014,3,Wed,34.18,34,32.75,125310,3035,2.42,33.35,0.83,-,-,-,-,-
Daily Detail,3/27/2014,2014,3,Thu,33.71,34,32.75,119452,1265,1.06,33.36,0.36,-,-,-,-,-
Daily Detail,3/28/2014,2014,3,Fri,33.97,34,32.75,276175,4624,1.67,33.4,0.57,-,-,-,-,-
Daily Detail,3/29/2014,2014,3,Sat,33.98,34,32.75,357369,5118,1.43,33.49,0.49,-,-,-,-,-
Daily Detail,3/30/2014,2014,3,Sun,34.2,34,32.75,163865,3340,2.04,33.51,0.7,-,-,-,-,-
Daily Detail,3/31/2014,2014,3,Mon,34.16,34,32.75,190720,3647,1.91,33.51,0.65,-,-,-,-,-
Daily Detail,4/1/2014,2014,4,Tue,34.18,34,33.86,244535,4834,1.98,33.5,0.68,-,-,-,-,-
Daily Detail,4/2/2014,2014,4,Wed,34.02,34,33.86,155621,2255,1.45,33.52,0.49,-,-,-,-,-
Daily Detail,4/3/2014,2014,4,Thu,34.03,34,33.86,136002,1479,1.09,33.66,0.37,-,-,-,-,-
Daily Detail,4/4/2014,2014,4,Fri,34.29,34,33.86,190560,2818,1.48,33.78,0.51,-,-,-,-,-
Daily Detail,4/5/2014,2014,4,Sat,34.35,34,33.86,217111,3570,1.64,33.79,0.56,-,-,-,-,-
Daily Detail,4/6/2014,2014,4,Sun,34.58,35,33.86,119190,2334,1.96,33.9,0.68,-,-,-,-,-
Daily Detail,4/7/2014,2014,4,Mon,34.23,34,33.86,131910,1126,0.85,33.93,0.29,-,-,-,-,-
Daily Detail,4/8/2014,2014,4,Tue,35.04,35,33.86,118921,3615,3.04,33.97,1.07,-,-,-,-,-
Daily Detail,4/9/2014,2014,4,Wed,35.03,35,33.86,124828,3563,2.85,34.03,1,-,-,-,-,-
Daily Detail,4/10/2014,2014,4,Thu,33.33,33,33.86,179326,-3953,-2.2,34.07,-0.73,-,-,-,-,-
Daily Detail,4/11/2014,2014,4,Fri,33.32,33,33.86,318950,-7373,-2.31,34.09,-0.77,-,-,-,-,-
Daily Detail,4/12/2014,2014,4,Sat,33.34,33,33.86,375031,-8696,-2.32,34.11,-0.77,-,-,-,-,-
Daily Detail,4/13/2014,2014,4,Sun,33.35,33,33.86,166394,-3668,-2.2,34.08,-0.74,-,-,-,-,-
Daily Detail,4/14/2014,2014,4,Mon,33.33,33,33.86,193652,-4560,-2.35,34.12,-0.78,-,-,-,-,-
Daily Detail,4/15/2014,2014,4,Tue,33.32,33,33.86,249806,-6151,-2.46,34.14,-0.82,-,-,-,-,-
Daily Detail,4/16/2014,2014,4,Wed,33.33,33,33.86,294023,-7499,-2.55,34.18,-0.85,-,-,-,-,-
Daily Detail,4/17/2014,2014,4,Thu,33.34,33,33.86,612236,-15692,-2.56,34.19,-0.85,-,-,-,-,-
Daily Detail,4/18/2014,2014,4,Fri,33.34,33,33.86,464816,-11877,-2.56,34.2,-0.85,-,-,-,-,-
Daily Detail,4/19/2014,2014,4,Sat,33.33,33,33.86,360481,-9285,-2.58,34.19,-0.86,-,-,-,-,-
Daily Detail,4/20/2014,2014,4,Sun,33.33,33,33.86,114280,-2911,-2.55,34.18,-0.85,-,-,-,-,-
Daily Detail,4/21/2014,2014,4,Mon,33.34,33,33.86,161171,-4244,-2.63,34.22,-0.88,-,-,-,-,-
Daily Detail,4/22/2014,2014,4,Tue,33.33,33,33.86,182483,-4862,-2.66,34.22,-0.89,-,-,-,-,-
Daily Detail,4/23/2014,2014,4,Wed,35.04,35,33.86,109358,2508,2.29,34.24,0.8,-,-,-,-,-
Daily Detail,4/24/2014,2014,4,Thu,35.04,35,33.86,98430,2233,2.27,34.25,0.79,-,-,-,-,-
Daily Detail,4/25/2014,2014,4,Fri,34.64,35,33.86,295741,3414,1.15,34.24,0.4,-,-,-,-,-
Daily Detail,4/26/2014,2014,4,Sat,34.72,35,33.86,285054,3894,1.37,34.25,0.47,-,-,-,-,-
Daily Detail,4/27/2014,2014,4,Sun,34.79,35,33.86,124965,1923,1.54,34.25,0.54,-,-,-,-,-
Daily Detail,4/28/2014,2014,4,Mon,34.72,35,33.86,124176,1660,1.34,34.26,0.46,-,-,-,-,-
Daily Detail,4/29/2014,2014,4,Tue,34.63,35,33.86,131843,1438,1.09,34.25,0.38,-,-,-,-,-
Daily Detail,4/30/2014,2014,4,Wed,35.21,35,33.86,154850,4206,2.72,34.25,0.96,-,-,-,-,-
Daily Detail,5/1/2014,2014,5,Thu,35.19,35,32.63,180294,4637,2.57,34.28,0.9,-,-,-,-,-
Daily Detail,5/2/2014,2014,5,Fri,35.77,36,32.63,163849,6548,4,34.34,1.43,-,-,-,-,-
Daily Detail,5/3/2014,2014,5,Sat,35.55,36,32.63,131437,3835,2.92,34.52,1.04,-,-,-,-,-
Daily Detail,5/4/2014,2014,5,Sun,35.23,35,32.63,93082,1480,1.59,34.67,0.56,-,-,-,-,-
Daily Detail,5/5/2014,2014,5,Mon,35.16,35,32.63,110887,1427,1.29,34.71,0.45,-,-,-,-,-
Daily Detail,5/6/2014,2014,5,Tue,35.92,36,32.63,119386,3693,3.09,34.81,1.11,-,-,-,-,-
Daily Detail,5/7/2014,2014,5,Wed,34.26,34,32.63,91720,-1437,-1.57,34.8,-0.54,-,-,-,-,-
Daily Detail,5/8/2014,2014,5,Thu,35.91,36,32.63,96335,2639,2.74,34.92,0.98,-,-,-,-,-
Daily Detail,5/9/2014,2014,5,Fri,32.51,33,32.63,303226,-22611,-7.46,34.93,-2.42,-,-,-,-,-
Daily Detail,5/10/2014,2014,5,Sat,32.44,32,32.63,431696,-33558,-7.77,34.97,-2.52,-,-,-,-,-
Daily Detail,5/11/2014,2014,5,Sun,32.47,32,32.63,200407,-15501,-7.73,34.98,-2.51,-,-,-,-,-
Daily Detail,5/12/2014,2014,5,Mon,32.45,32,32.63,183414,-14421,-7.86,35,-2.55,-,-,-,-,-
Daily Detail,5/13/2014,2014,5,Tue,32.46,32,32.63,146167,-11526,-7.89,35.02,-2.56,-,-,-,-,-
Daily Detail,5/14/2014,2014,5,Wed,32.16,32,32.63,201121,-16978,-8.44,34.88,-2.72,-,-,-,-,-
Daily Detail,5/15/2014,2014,5,Thu,32.13,32,32.63,270124,-19741,-7.31,34.47,-2.35,-,-,-,-,-
Daily Detail,5/16/2014,2014,5,Fri,32.07,32,32.63,415315,-26476,-6.37,34.12,-2.04,-,-,-,-,-
Daily Detail,5/17/2014,2014,5,Sat,32.16,32,32.63,498717,-27990,-5.61,33.96,-1.8,-,-,-,-,-
Daily Detail,5/18/2014,2014,5,Sun,32.37,32,32.63,166433,-7944,-4.77,33.92,-1.55,-,-,-,-,-
Daily Detail,5/19/2014,2014,5,Mon,32.45,32,32.63,168521,-7019,-4.17,33.8,-1.35,-,-,-,-,-
Daily Detail,5/20/2014,2014,5,Tue,32.09,32,32.63,178124,-9624,-5.4,33.83,-1.73,-,-,-,-,-
Daily Detail,5/21/2014,2014,5,Wed,32.11,32,32.63,194879,-9582,-4.92,33.68,-1.58,-,-,-,-,-
Daily Detail,5/22/2014,2014,5,Thu,33.75,34,32.63,115475,464,0.4,33.62,0.14,-,-,-,-,-
Daily Detail,5/23/2014,2014,5,Fri,32.17,32,32.63,430521,-18753,-4.36,33.57,-1.4,-,-,-,-,-
Daily Detail,5/24/2014,2014,5,Sat,32.18,32,32.63,590643,-23603,-4,33.46,-1.29,-,-,-,-,-
Daily Detail,5/25/2014,2014,5,Sun,32.43,32,32.63,210765,-6599,-3.13,33.44,-1.02,-,-,-,-,-
Daily Detail,5/26/2014,2014,5,Mon,32.31,32,32.63,218189,-7419,-3.4,33.41,-1.1,-,-,-,-,-
Daily Detail,5/27/2014,2014,5,Tue,32.2,32,32.63,226132,-8365,-3.7,33.39,-1.19,-,-,-,-,-
Daily Detail,5/28/2014,2014,5,Wed,32.16,32,32.63,243721,-9208,-3.78,33.37,-1.21,-,-,-,-,-
Daily Detail,5/29/2014,2014,5,Thu,32.17,32,32.63,207429,-7690,-3.71,33.36,-1.19,-,-,-,-,-
Daily Detail,5/30/2014,2014,5,Fri,32.18,32,32.63,503149,-18502,-3.68,33.36,-1.18,-,-,-,-,-
Daily Detail,5/31/2014,2014,5,Sat,32.16,32,32.63,603749,-22510,-3.73,33.36,-1.2,-,-,-,-,-
Daily Detail,6/1/2014,2014,6,Sun,32.14,32,32.47,456017,-17207,-3.77,33.35,-1.21,-,-,-,-,-
Daily Detail,6/2/2014,2014,6,Mon,32.12,32,32.47,425845,-16311,-3.83,33.36,-1.23,-,-,-,-,-
Daily Detail,6/3/2014,2014,6,Tue,32.11,32,32.47,328218,-12696,-3.87,33.35,-1.24,-,-,-,-,-
Daily Detail,6/4/2014,2014,6,Wed,32.17,32,32.47,286406,-10497,-3.67,33.34,-1.18,-,-,-,-,-
Daily Detail,6/5/2014,2014,6,Thu,31.99,32,32.47,184990,-7835,-4.24,33.34,-1.35,-,-,-,-,-
Daily Detail,6/6/2014,2014,6,Fri,32,32,32.47,288118,-12096,-4.2,33.34,-1.34,-,-,-,-,-
Daily Detail,6/7/2014,2014,6,Sat,32.07,32,32.47,391931,-15508,-3.96,33.34,-1.27,-,-,-,-,-
Daily Detail,6/8/2014,2014,6,Sun,32.1,32,32.47,193773,-7482,-3.86,33.34,-1.24,-,-,-,-,-
Daily Detail,6/9/2014,2014,6,Mon,32.42,32,32.47,214178,-6077,-2.84,33.34,-0.92,-,-,-,-,-
Daily Detail,6/10/2014,2014,6,Tue,32.16,32,32.47,188335,-6920,-3.67,33.34,-1.18,-,-,-,-,-
Daily Detail,6/11/2014,2014,6,Wed,32.11,32,32.47,174325,-6654,-3.82,33.34,-1.23,-,-,-,-,-
Daily Detail,6/12/2014,2014,6,Thu,32.14,32,32.47,200272,-7486,-3.74,33.34,-1.2,-,-,-,-,-
Daily Detail,6/13/2014,2014,6,Fri,32.14,32,32.47,468702,-17479,-3.73,33.33,-1.2,-,-,-,-,-
Daily Detail,6/14/2014,2014,6,Sat,32.11,32,32.47,473426,-18709,-3.95,33.38,-1.27,-,-,-,-,-
Daily Detail,6/15/2014,2014,6,Sun,32.07,32,32.47,224232,-9322,-4.16,33.41,-1.33,-,-,-,-,-
Daily Detail,6/16/2014,2014,6,Mon,32.07,32,32.47,185606,-7734,-4.17,33.4,-1.34,-,-,-,-,-
Daily Detail,6/17/2014,2014,6,Tue,32.07,32,32.47,212688,-8716,-4.1,33.38,-1.31,-,-,-,-,-
Daily Detail,6/18/2014,2014,6,Wed,32.03,32,32.47,184260,-7798,-4.23,33.39,-1.36,-,-,-,-,-
Daily Detail,6/19/2014,2014,6,Thu,31.79,32,32.47,113736,-5808,-5.11,33.41,-1.62,-,-,-,-,-
Daily Detail,6/20/2014,2014,6,Fri,33.2,33,32.47,203165,-2186,-1.08,33.56,-0.36,-,-,-,-,-
Daily Detail,6/21/2014,2014,6,Sat,33.01,33,32.47,203345,-3574,-1.76,33.59,-0.58,-,-,-,-,-
Daily Detail,6/22/2014,2014,6,Sun,33.61,34,32.47,134944,-429,-0.32,33.72,-0.11,-,-,-,-,-
Daily Detail,6/23/2014,2014,6,Mon,33.46,33,32.47,138298,-908,-0.66,33.68,-0.22,-,-,-,-,-
Daily Detail,6/24/2014,2014,6,Tue,35.05,35,32.47,36693,1394,3.8,33.71,1.33,-,-,-,-,-
Daily Detail,6/25/2014,2014,6,Wed,35.03,35,32.47,56078,2153,3.84,33.68,1.34,-,-,-,-,-
