Report_Type,Date_or_Range,Year,Month,Day_of_Week,Daily_Sales_Price_Per_Unit,Sales_Per_Unit_Q1,Monthly_Avg_Unit_Sales_Price,Daily_Revenue,Daily_Gross_Profit,Daily_Gross_Profit_Percentage,Daily_Cost_Per_Unit,Gross_Profit_Per_Unit,Final_PED,Performance_Conclusion,Total_Cost_of_Sales,Total_Sales,Total_Quantity_Sold
PED Summary,2014-08-26 to 2014-09-08,-,-,-,-,-,-,-,-,-,-,-,-10.57,WORSE/SAME,-,-,-
PED Summary,2015-09-25 to 2015-10-06,-,-,-,-,-,-,-,-,-,-,-,-6.24,WORSE/SAME,-,-,-
PED Summary,2016-06-21 to 2016-07-02,-,-,-,-,-,-,-,-,-,-,-,-6.42,WORSE/SAME,-,-,-
Grand Totals,All Dates,-,-,-,-,-,-,-,-,-,-,-,-,-,194026108,186909825,5279872
Daily Detail,9/4/2015,2015,9,Fri,34.26,34,34.63,340440,-25920,-7.61,36.87,-2.61,-,-,-,-,-
Daily Detail,9/5/2015,2015,9,Sat,34.24,34,34.63,364417,-27711,-7.6,36.84,-2.6,-,-,-,-,-
Daily Detail,9/6/2015,2015,9,Sun,34.32,34,34.63,164720,-11928,-7.24,36.8,-2.49,-,-,-,-,-
Daily Detail,9/7/2015,2015,9,Mon,34.22,34,34.63,178921,-13587,-7.59,36.82,-2.6,-,-,-,-,-
Daily Detail,9/8/2015,2015,9,Tue,38.83,39,34.63,70287,3647,5.19,36.82,2.01,-,-,-,-,-
Daily Detail,9/9/2015,2015,9,Wed,38.76,39,34.63,76014,3803,5,36.82,1.94,-,-,-,-,-
Daily Detail,9/10/2015,2015,9,Thu,39.29,39,34.63,48407,3090,6.38,36.78,2.51,-,-,-,-,-
Daily Detail,9/11/2015,2015,9,Fri,39.17,39,34.63,85940,4380,5.1,37.17,2,-,-,-,-,-
Daily Detail,9/12/2015,2015,9,Sat,39.06,39,34.63,57382,3041,5.3,36.99,2.07,-,-,-,-,-
Daily Detail,9/13/2015,2015,9,Sun,39.18,39,34.63,32480,1716,5.28,37.11,2.07,-,-,-,-,-
Daily Detail,9/14/2015,2015,9,Mon,39.25,39,34.63,52160,2504,4.8,37.36,1.88,-,-,-,-,-
Daily Detail,9/15/2015,2015,9,Tue,39.23,39,34.63,51003,2401,4.71,37.39,1.85,-,-,-,-,-
Daily Detail,9/16/2015,2015,9,Wed,39.06,39,34.63,30195,1590,5.27,37.01,2.06,-,-,-,-,-
Daily Detail,9/17/2015,2015,9,Thu,39.15,39,34.63,29751,1667,5.6,36.95,2.19,-,-,-,-,-
Daily Detail,9/18/2015,2015,9,Fri,39.03,39,34.63,68505,3623,5.29,36.97,2.06,-,-,-,-,-
Daily Detail,9/19/2015,2015,9,Sat,39.07,39,34.63,68997,3785,5.49,36.93,2.14,-,-,-,-,-
Daily Detail,9/20/2015,2015,9,Sun,38.83,39,34.63,41856,2227,5.32,36.76,2.07,-,-,-,-,-
Daily Detail,9/21/2015,2015,9,Mon,39.42,39,34.63,44303,2818,6.36,36.91,2.51,-,-,-,-,-
Daily Detail,9/22/2015,2015,9,Tue,39.42,39,34.63,46599,2792,5.99,37.06,2.36,-,-,-,-,-
Daily Detail,9/23/2015,2015,9,Wed,33.61,34,34.63,125183,-13401,-10.71,37.2,-3.6,-,-,-,-,-
Daily Detail,9/24/2015,2015,9,Thu,33.4,33,34.63,150037,-17668,-11.78,37.33,-3.93,-,-,-,-,-
Daily Detail,9/25/2015,2015,9,Fri,33.37,33,34.63,368038,-45503,-12.36,37.49,-4.13,-,-,-,-,-
Daily Detail,9/26/2015,2015,9,Sat,33.37,33,34.63,351320,-46307,-13.18,37.77,-4.4,-,-,-,-,-
Daily Detail,9/27/2015,2015,9,Sun,33.36,33,34.63,163290,-22114,-13.54,37.88,-4.52,-,-,-,-,-
Daily Detail,9/28/2015,2015,9,Mon,33.37,33,34.63,190892,-25679,-13.45,37.86,-4.49,-,-,-,-,-
Daily Detail,9/29/2015,2015,9,Tue,33.37,33,34.63,143082,-19847,-13.87,38,-4.63,-,-,-,-,-
Daily Detail,9/30/2015,2015,9,Wed,33.38,33,34.63,323549,-44886,-13.87,38.01,-4.63,-,-,-,-,-
Daily Detail,10/1/2015,2015,10,Thu,33.35,33,35.68,402312,-56974,-14.16,38.07,-4.72,-,-,-,-,-
Daily Detail,10/2/2015,2015,10,Fri,33.48,33,35.68,393635,-54756,-13.91,38.13,-4.66,-,-,-,-,-
Daily Detail,10/3/2015,2015,10,Sat,33.4,33,35.68,451100,-64449,-14.29,38.17,-4.77,-,-,-,-,-
Daily Detail,10/4/2015,2015,10,Sun,33.34,33,35.68,202903,-29457,-14.52,38.19,-4.84,-,-,-,-,-
Daily Detail,10/5/2015,2015,10,Mon,33.37,33,35.68,294558,-42340,-14.37,38.16,-4.8,-,-,-,-,-
Daily Detail,10/6/2015,2015,10,Tue,33.4,33,35.68,221618,-31673,-14.29,38.17,-4.77,-,-,-,-,-
Daily Detail,10/7/2015,2015,10,Wed,39.44,39,35.68,63968,2025,3.17,38.19,1.25,-,-,-,-,-
Daily Detail,10/8/2015,2015,10,Thu,39.42,39,35.68,59610,1874,3.14,38.19,1.24,-,-,-,-,-
Daily Detail,10/9/2015,2015,10,Fri,39.42,39,35.68,126588,3966,3.13,38.19,1.24,-,-,-,-,-
Daily Detail,10/10/2015,2015,10,Sat,39.43,39,35.68,119755,3751,3.13,38.2,1.24,-,-,-,-,-
Daily Detail,10/11/2015,2015,10,Sun,39.43,39,35.68,57413,1795,3.13,38.2,1.23,-,-,-,-,-
Daily Detail,10/12/2015,2015,10,Mon,39.42,39,35.68,57749,1816,3.14,38.18,1.24,-,-,-,-,-
Daily Detail,10/13/2015,2015,10,Tue,39.43,39,35.68,40141,1260,3.14,38.19,1.24,-,-,-,-,-
Daily Detail,10/14/2015,2015,10,Wed,39.44,39,35.68,42196,1327,3.14,38.2,1.24,-,-,-,-,-
Daily Detail,10/15/2015,2015,10,Thu,39.42,39,35.68,53491,1692,3.16,38.17,1.25,-,-,-,-,-
Daily Detail,10/16/2015,2015,10,Fri,39.43,39,35.68,110809,3477,3.14,38.2,1.24,-,-,-,-,-
Daily Detail,10/17/2015,2015,10,Sat,39.42,39,35.68,111527,3503,3.14,38.18,1.24,-,-,-,-,-
Daily Detail,10/18/2015,2015,10,Sun,39.43,39,35.68,59808,1871,3.13,38.19,1.23,-,-,-,-,-
Daily Detail,10/19/2015,2015,10,Mon,39.43,39,35.68,55166,1729,3.13,38.2,1.24,-,-,-,-,-
Daily Detail,10/20/2015,2015,10,Tue,39.41,39,35.68,42055,1319,3.14,38.18,1.24,-,-,-,-,-
Daily Detail,10/21/2015,2015,10,Wed,39.44,39,35.68,53678,1678,3.13,38.21,1.23,-,-,-,-,-
Daily Detail,10/22/2015,2015,10,Thu,39.42,39,35.68,55930,1752,3.13,38.18,1.23,-,-,-,-,-
Daily Detail,10/23/2015,2015,10,Fri,36.84,37,35.68,185771,-6756,-3.64,38.18,-1.34,-,-,-,-,-
Daily Detail,10/24/2015,2015,10,Sat,36.83,37,35.68,253117,-9293,-3.67,38.19,-1.35,-,-,-,-,-
Daily Detail,10/25/2015,2015,10,Sun,36.86,37,35.68,118618,-4297,-3.62,38.2,-1.34,-,-,-,-,-
Daily Detail,10/26/2015,2015,10,Mon,36.85,37,35.68,123321,-4813,-3.9,38.28,-1.44,-,-,-,-,-
Daily Detail,10/27/2015,2015,10,Tue,36.84,37,35.68,117051,-5124,-4.38,38.46,-1.61,-,-,-,-,-
Daily Detail,10/28/2015,2015,10,Wed,35.15,35,35.68,159300,-15399,-9.67,38.55,-3.4,-,-,-,-,-
Daily Detail,10/29/2015,2015,10,Thu,36.85,37,35.68,119047,-5302,-4.45,38.49,-1.64,-,-,-,-,-
Daily Detail,10/30/2015,2015,10,Fri,36.88,37,35.68,285082,-12546,-4.4,38.5,-1.62,-,-,-,-,-
Daily Detail,10/31/2015,2015,10,Sat,35.13,35,35.68,391656,-38177,-9.75,38.56,-3.42,-,-,-,-,-
Daily Detail,11/1/2015,2015,11,Sun,36.84,37,35.18,274815,-13163,-4.79,38.61,-1.76,-,-,-,-,-
Daily Detail,11/2/2015,2015,11,Mon,36.84,37,35.18,269555,-12360,-4.59,38.53,-1.69,-,-,-,-,-
Daily Detail,11/3/2015,2015,11,Tue,36.85,37,35.18,192001,-9125,-4.75,38.6,-1.75,-,-,-,-,-
Daily Detail,11/4/2015,2015,11,Wed,35.14,35,35.18,201368,-19212,-9.54,38.49,-3.35,-,-,-,-,-
Daily Detail,11/5/2015,2015,11,Thu,36.85,37,35.18,111875,-4762,-4.26,38.42,-1.57,-,-,-,-,-
Daily Detail,11/6/2015,2015,11,Fri,36.85,37,35.18,214540,-9198,-4.29,38.43,-1.58,-,-,-,-,-
Daily Detail,11/7/2015,2015,11,Sat,35.09,35,35.18,280264,-26671,-9.52,38.43,-3.34,-,-,-,-,-
Daily Detail,11/8/2015,2015,11,Sun,36.85,37,35.18,134137,-6099,-4.55,38.53,-1.68,-,-,-,-,-
Daily Detail,11/9/2015,2015,11,Mon,40.31,40,35.18,94243,4294,4.56,38.47,1.84,-,-,-,-,-
Daily Detail,11/10/2015,2015,11,Tue,35.11,35,35.18,131436,-12387,-9.42,38.41,-3.31,-,-,-,-,-
Daily Detail,11/11/2015,2015,11,Wed,35.08,35,35.18,147894,-13772,-9.31,38.35,-3.27,-,-,-,-,-
Daily Detail,11/12/2015,2015,11,Thu,35.06,35,35.18,140238,-13243,-9.44,38.37,-3.31,-,-,-,-,-
Daily Detail,11/13/2015,2015,11,Fri,35.1,35,35.18,358184,-33126,-9.25,38.35,-3.25,-,-,-,-,-
Daily Detail,11/14/2015,2015,11,Sat,35.09,35,35.18,377937,-35073,-9.28,38.35,-3.26,-,-,-,-,-
Daily Detail,11/15/2015,2015,11,Sun,35.13,35,35.18,168730,-15943,-9.45,38.45,-3.32,-,-,-,-,-
Daily Detail,11/16/2015,2015,11,Mon,35.14,35,35.18,177193,-16422,-9.27,38.4,-3.26,-,-,-,-,-
Daily Detail,11/17/2015,2015,11,Tue,35.09,35,35.18,152369,-14256,-9.36,38.38,-3.28,-,-,-,-,-
Daily Detail,11/18/2015,2015,11,Wed,35.1,35,35.18,147472,-13931,-9.45,38.41,-3.32,-,-,-,-,-
Daily Detail,11/19/2015,2015,11,Thu,35.1,35,35.18,145697,-13621,-9.35,38.38,-3.28,-,-,-,-,-
Daily Detail,11/20/2015,2015,11,Fri,35.14,35,35.18,301034,-27931,-9.28,38.4,-3.26,-,-,-,-,-
Daily Detail,11/21/2015,2015,11,Sat,35.13,35,35.18,309518,-29202,-9.43,38.44,-3.31,-,-,-,-,-
Daily Detail,11/22/2015,2015,11,Sun,35.1,35,35.18,152505,-15096,-9.9,38.57,-3.47,-,-,-,-,-
Daily Detail,11/23/2015,2015,11,Mon,41.15,41,35.18,79712,5336,6.69,38.4,2.75,-,-,-,-,-
Daily Detail,11/24/2015,2015,11,Tue,35.13,35,35.18,111021,-10436,-9.4,38.44,-3.3,-,-,-,-,-
Daily Detail,11/25/2015,2015,11,Wed,35.12,35,35.18,243161,-22893,-9.41,38.42,-3.31,-,-,-,-,-
Daily Detail,11/26/2015,2015,11,Thu,33.59,34,35.18,311443,-43901,-14.1,38.32,-4.73,-,-,-,-,-
Daily Detail,11/27/2015,2015,11,Fri,33.39,33,35.18,375876,-55450,-14.75,38.32,-4.93,-,-,-,-,-
Daily Detail,11/28/2015,2015,11,Sat,33.39,33,35.18,434640,-64256,-14.78,38.32,-4.94,-,-,-,-,-
Daily Detail,11/29/2015,2015,11,Sun,33.43,33,35.18,238638,-35456,-14.86,38.39,-4.97,-,-,-,-,-
Daily Detail,11/30/2015,2015,11,Mon,35.11,35,35.18,260654,-23327,-8.95,38.26,-3.14,-,-,-,-,-
Daily Detail,12/1/2015,2015,12,Tue,35.11,35,36.41,262395,-23444,-8.93,38.24,-3.14,-,-,-,-,-
Daily Detail,12/2/2015,2015,12,Wed,35.21,35,36.41,248438,-21370,-8.6,38.24,-3.03,-,-,-,-,-
Daily Detail,12/3/2015,2015,12,Thu,35.07,35,36.41,201049,-18061,-8.98,38.23,-3.15,-,-,-,-,-
Daily Detail,12/4/2015,2015,12,Fri,35.15,35,36.41,317691,-27759,-8.74,38.22,-3.07,-,-,-,-,-
Daily Detail,12/5/2015,2015,12,Sat,35.25,35,36.41,378528,-31857,-8.42,38.22,-2.97,-,-,-,-,-
Daily Detail,12/6/2015,2015,12,Sun,35.5,35,36.41,195425,-15036,-7.69,38.23,-2.73,-,-,-,-,-
Daily Detail,12/7/2015,2015,12,Mon,41.15,41,36.41,90442,6442,7.12,38.22,2.93,-,-,-,-,-
Daily Detail,12/8/2015,2015,12,Tue,36.88,37,36.41,117649,-3991,-3.39,38.13,-1.25,-,-,-,-,-
Daily Detail,12/9/2015,2015,12,Wed,37.04,37,36.41,141285,-4158,-2.94,38.13,-1.09,-,-,-,-,-
Daily Detail,12/10/2015,2015,12,Thu,36.89,37,36.41,133184,-4542,-3.41,38.15,-1.26,-,-,-,-,-
Daily Detail,12/11/2015,2015,12,Fri,36.88,37,36.41,229672,-8000,-3.48,38.17,-1.28,-,-,-,-,-
Daily Detail,12/12/2015,2015,12,Sat,35.39,35,36.41,333489,-26132,-7.84,38.17,-2.77,-,-,-,-,-
Daily Detail,12/13/2015,2015,12,Sun,36.98,37,36.41,185423,-5967,-3.22,38.17,-1.19,-,-,-,-,-
Daily Detail,12/14/2015,2015,12,Mon,36.87,37,36.41,173833,-6038,-3.47,38.15,-1.28,-,-,-,-,-
Daily Detail,12/15/2015,2015,12,Tue,35.46,35,36.41,220272,-16851,-7.65,38.17,-2.71,-,-,-,-,-
Daily Detail,12/16/2015,2015,12,Wed,35.61,36,36.41,234468,-17026,-7.26,38.19,-2.59,-,-,-,-,-
Daily Detail,12/17/2015,2015,12,Thu,35.33,35,36.41,213778,-17216,-8.05,38.17,-2.85,-,-,-,-,-
Daily Detail,12/18/2015,2015,12,Fri,35.3,35,36.41,273563,-22292,-8.15,38.17,-2.88,-,-,-,-,-
Daily Detail,12/19/2015,2015,12,Sat,35.56,36,36.41,337507,-24716,-7.32,38.17,-2.6,-,-,-,-,-
Daily Detail,12/20/2015,2015,12,Sun,35.44,35,36.41,155313,-12109,-7.8,38.21,-2.76,-,-,-,-,-
Daily Detail,12/21/2015,2015,12,Mon,35.29,35,36.41,289243,-23542,-8.14,38.16,-2.87,-,-,-,-,-
Daily Detail,12/22/2015,2015,12,Tue,35.33,35,36.41,313125,-25175,-8.04,38.17,-2.84,-,-,-,-,-
Daily Detail,12/23/2015,2015,12,Wed,41.07,41,36.41,268330,18746,6.99,38.2,2.87,-,-,-,-,-
Daily Detail,12/24/2015,2015,12,Thu,41.11,41,36.41,392228,27832,7.1,38.2,2.92,-,-,-,-,-
Daily Detail,12/25/2015,2015,12,Fri,41.07,41,36.41,133729,9365,7,38.2,2.88,-,-,-,-,-
Daily Detail,12/26/2015,2015,12,Sat,41.12,41,36.41,82778,5902,7.13,38.19,2.93,-,-,-,-,-
Daily Detail,12/27/2015,2015,12,Sun,41.09,41,36.41,69523,4907,7.06,38.19,2.9,-,-,-,-,-
Daily Detail,12/28/2015,2015,12,Mon,41.13,41,36.41,133021,9520,7.16,38.19,2.94,-,-,-,-,-
Daily Detail,12/29/2015,2015,12,Tue,35.12,35,36.41,161268,-14110,-8.75,38.19,-3.07,-,-,-,-,-
Daily Detail,12/30/2015,2015,12,Wed,35.09,35,36.41,208583,-18477,-8.86,38.19,-3.11,-,-,-,-,-
Daily Detail,12/31/2015,2015,12,Thu,35.12,35,36.41,325458,-28472,-8.75,38.2,-3.07,-,-,-,-,-
Daily Detail,1/1/2016,2016,1,Fri,35.12,35,35.89,111650,-9798,-8.78,38.2,-3.08,-,-,-,-,-
Daily Detail,1/2/2016,2016,1,Sat,35.09,35,35.89,262421,-23255,-8.86,38.2,-3.11,-,-,-,-,-
Daily Detail,1/3/2016,2016,1,Sun,35.05,35,35.89,164528,-14781,-8.98,38.2,-3.15,-,-,-,-,-
Daily Detail,1/4/2016,2016,1,Mon,35.06,35,35.89,274990,-24586,-8.94,38.2,-3.13,-,-,-,-,-
Daily Detail,1/5/2016,2016,1,Tue,35.08,35,35.89,215738,-18904,-8.76,38.15,-3.07,-,-,-,-,-
Daily Detail,1/6/2016,2016,1,Wed,41.09,41,35.89,98647,7036,7.13,38.16,2.93,-,-,-,-,-
Daily Detail,1/7/2016,2016,1,Thu,41.15,41,35.89,74401,5412,7.27,38.16,2.99,-,-,-,-,-
Daily Detail,1/8/2016,2016,1,Fri,41.09,41,35.89,106592,7570,7.1,38.17,2.92,-,-,-,-,-
Daily Detail,1/9/2016,2016,1,Sat,41.12,41,35.89,134630,9667,7.18,38.17,2.95,-,-,-,-,-
Daily Detail,1/10/2016,2016,1,Sun,41.13,41,35.89,90774,6475,7.13,38.2,2.93,-,-,-,-,-
Daily Detail,1/11/2016,2016,1,Mon,41.16,41,35.89,121373,8823,7.27,38.17,2.99,-,-,-,-,-
Daily Detail,1/12/2016,2016,1,Tue,41.14,41,35.89,99446,7219,7.26,38.16,2.99,-,-,-,-,-
Daily Detail,1/13/2016,2016,1,Wed,41.11,41,35.89,67588,4828,7.14,38.18,2.94,-,-,-,-,-
Daily Detail,1/14/2016,2016,1,Thu,41.15,41,35.89,61686,4495,7.29,38.15,3,-,-,-,-,-
Daily Detail,1/15/2016,2016,1,Fri,41.12,41,35.89,150007,10762,7.17,38.17,2.95,-,-,-,-,-
Daily Detail,1/16/2016,2016,1,Sat,41.12,41,35.89,191287,13710,7.17,38.17,2.95,-,-,-,-,-
Daily Detail,1/17/2016,2016,1,Sun,41.12,41,35.89,92595,6577,7.1,38.2,2.92,-,-,-,-,-
Daily Detail,1/18/2016,2016,1,Mon,41.13,41,35.89,96947,6986,7.21,38.17,2.96,-,-,-,-,-
Daily Detail,1/19/2016,2016,1,Tue,41.12,41,35.89,70513,5060,7.18,38.17,2.95,-,-,-,-,-
Daily Detail,1/20/2016,2016,1,Wed,33.41,33,35.89,159590,-22761,-14.26,38.18,-4.77,-,-,-,-,-
Daily Detail,1/21/2016,2016,1,Thu,41.18,41,35.89,67046,5152,7.68,38.02,3.16,-,-,-,-,-
Daily Detail,1/22/2016,2016,1,Fri,34.2,34,35.89,266949,-27374,-10.25,37.7,-3.51,-,-,-,-,-
Daily Detail,1/23/2016,2016,1,Sat,34.23,34,35.89,315272,-30821,-9.78,37.58,-3.35,-,-,-,-,-
Daily Detail,1/24/2016,2016,1,Sun,34.28,34,35.89,149139,-14367,-9.63,37.58,-3.3,-,-,-,-,-
Daily Detail,1/25/2016,2016,1,Mon,34.27,34,35.89,215171,-19451,-9.04,37.37,-3.1,-,-,-,-,-
Daily Detail,1/26/2016,2016,1,Tue,34.25,34,35.89,205198,-16734,-8.16,37.04,-2.79,-,-,-,-,-
Daily Detail,1/27/2016,2016,1,Wed,34.23,34,35.89,214452,-17278,-8.06,36.99,-2.76,-,-,-,-,-
Daily Detail,1/28/2016,2016,1,Thu,34.21,34,35.89,195768,-14872,-7.6,36.81,-2.6,-,-,-,-,-
Daily Detail,1/29/2016,2016,1,Fri,33.44,33,35.89,397984,-39215,-9.85,36.74,-3.3,-,-,-,-,-
Daily Detail,1/30/2016,2016,1,Sat,33.41,33,35.89,512603,-49269,-9.61,36.62,-3.21,-,-,-,-,-
Daily Detail,1/31/2016,2016,1,Sun,33.43,33,35.89,218104,-20558,-9.43,36.58,-3.15,-,-,-,-,-
Daily Detail,2/1/2016,2016,2,Mon,33.39,33,36.78,339004,-32173,-9.49,36.56,-3.17,-,-,-,-,-
Daily Detail,2/2/2016,2016,2,Tue,34.27,34,36.78,278116,-17530,-6.3,36.43,-2.16,-,-,-,-,-
Daily Detail,2/3/2016,2016,2,Wed,34.25,34,36.78,264159,-16233,-6.15,36.36,-2.1,-,-,-,-,-
Daily Detail,2/4/2016,2016,2,Thu,34.34,34,36.78,197778,-11594,-5.86,36.36,-2.01,-,-,-,-,-
Daily Detail,2/5/2016,2016,2,Fri,34.29,34,36.78,325749,-19539,-6,36.34,-2.06,-,-,-,-,-
Daily Detail,2/6/2016,2016,2,Sat,34.28,34,36.78,371562,-22322,-6.01,36.34,-2.06,-,-,-,-,-
Daily Detail,2/7/2016,2016,2,Sun,34.31,34,36.78,174582,-10459,-5.99,36.36,-2.06,-,-,-,-,-
Daily Detail,2/8/2016,2016,2,Mon,34.25,34,36.78,208489,-12884,-6.18,36.37,-2.12,-,-,-,-,-
Daily Detail,2/9/2016,2016,2,Tue,41.16,41,36.78,84495,9813,11.61,36.38,4.78,-,-,-,-,-
Daily Detail,2/10/2016,2016,2,Wed,42.01,42,36.78,76661,10281,13.41,36.37,5.63,-,-,-,-,-
Daily Detail,2/11/2016,2016,2,Thu,41.99,42,36.78,64035,8544,13.34,36.39,5.6,-,-,-,-,-
Daily Detail,2/12/2016,2016,2,Fri,42.02,42,36.78,148840,19257,12.94,36.58,5.44,-,-,-,-,-
Daily Detail,2/13/2016,2016,2,Sat,42.03,42,36.78,172542,22003,12.75,36.67,5.36,-,-,-,-,-
Daily Detail,2/14/2016,2016,2,Sun,42.02,42,36.78,87992,11613,13.2,36.48,5.55,-,-,-,-,-
Daily Detail,2/15/2016,2016,2,Mon,41.99,42,36.78,123445,14776,11.97,36.96,5.03,-,-,-,-,-
Daily Detail,2/16/2016,2016,2,Tue,42.01,42,36.78,77345,9076,11.73,37.08,4.93,-,-,-,-,-
Daily Detail,2/17/2016,2016,2,Wed,35.1,35,36.78,158963,-8559,-5.38,36.99,-1.89,-,-,-,-,-
Daily Detail,2/18/2016,2016,2,Thu,41.98,42,36.78,69598,8105,11.65,37.09,4.89,-,-,-,-,-
Daily Detail,2/19/2016,2016,2,Fri,41.99,42,36.78,161276,17830,11.06,37.35,4.64,-,-,-,-,-
Daily Detail,2/20/2016,2016,2,Sat,35.12,35,36.78,325215,-20231,-6.22,37.31,-2.18,-,-,-,-,-
Daily Detail,2/21/2016,2016,2,Sun,42.01,42,36.78,96957,10502,10.83,37.46,4.55,-,-,-,-,-
Daily Detail,2/22/2016,2016,2,Mon,42.02,42,36.78,85224,9263,10.87,37.46,4.57,-,-,-,-,-
Daily Detail,2/23/2016,2016,2,Tue,41.98,42,36.78,54613,5541,10.15,37.72,4.26,-,-,-,-,-
Daily Detail,2/24/2016,2016,2,Wed,36.84,37,36.78,81531,-207,-0.25,36.94,-0.09,-,-,-,-,-
Daily Detail,2/25/2016,2016,2,Thu,36.55,37,36.78,160948,-1649,-1.02,36.92,-0.37,-,-,-,-,-
Daily Detail,2/26/2016,2016,2,Fri,38.24,38,36.78,188736,5633,2.98,37.1,1.14,-,-,-,-,-
Daily Detail,2/27/2016,2016,2,Sat,38.5,39,36.78,215952,5919,2.74,37.45,1.06,-,-,-,-,-
Daily Detail,2/28/2016,2016,2,Sun,39.11,39,36.78,134996,5057,3.75,37.64,1.46,-,-,-,-,-
Daily Detail,2/29/2016,2016,2,Mon,38.19,38,36.78,163079,2746,1.68,37.55,0.64,-,-,-,-,-
Daily Detail,3/1/2016,2016,3,Tue,38.32,38,39.79,180829,-2133,-1.18,38.77,-0.45,-,-,-,-,-
Daily Detail,3/2/2016,2016,3,Wed,38.46,38,39.79,171196,-3233,-1.89,39.19,-0.73,-,-,-,-,-
Daily Detail,3/3/2016,2016,3,Thu,38.56,39,39.79,129719,-2243,-1.73,39.23,-0.67,-,-,-,-,-
Daily Detail,3/4/2016,2016,3,Fri,38.78,39,39.79,142128,-1911,-1.34,39.3,-0.52,-,-,-,-,-
Daily Detail,3/5/2016,2016,3,Sat,39.12,39,39.79,152124,-1254,-0.82,39.44,-0.32,-,-,-,-,-
Daily Detail,3/6/2016,2016,3,Sun,39.39,39,39.79,74133,-199,-0.27,39.5,-0.11,-,-,-,-,-
Daily Detail,3/7/2016,2016,3,Mon,37.9,38,39.79,91143,-4025,-4.42,39.57,-1.67,-,-,-,-,-
Daily Detail,3/8/2016,2016,3,Tue,38.38,38,39.79,60528,-1815,-3,39.53,-1.15,-,-,-,-,-
Daily Detail,3/9/2016,2016,3,Wed,41.99,42,39.79,38341,2423,6.32,39.34,2.65,-,-,-,-,-
Daily Detail,3/10/2016,2016,3,Thu,41.99,42,39.79,37453,2345,6.26,39.36,2.63,-,-,-,-,-
Daily Detail,3/11/2016,2016,3,Fri,42.05,42,39.79,77997,4945,6.34,39.38,2.67,-,-,-,-,-
Daily Detail,3/12/2016,2016,3,Sat,42.04,42,39.79,79752,4789,6,39.52,2.52,-,-,-,-,-
Daily Detail,3/13/2016,2016,3,Sun,42.08,42,39.79,37156,2193,5.9,39.6,2.48,-,-,-,-,-
Daily Detail,3/14/2016,2016,3,Mon,42.06,42,39.79,45047,2679,5.95,39.56,2.5,-,-,-,-,-
Daily Detail,3/15/2016,2016,3,Tue,42.04,42,39.79,55489,3226,5.81,39.59,2.44,-,-,-,-,-
Daily Detail,3/16/2016,2016,3,Wed,42.02,42,39.79,41893,2398,5.72,39.61,2.41,-,-,-,-,-
Daily Detail,3/17/2016,2016,3,Thu,42.04,42,39.79,34349,2056,5.99,39.53,2.52,-,-,-,-,-
Daily Detail,3/18/2016,2016,3,Fri,41.95,42,39.79,78277,4530,5.79,39.52,2.43,-,-,-,-,-
Daily Detail,3/19/2016,2016,3,Sat,42,42,39.79,92851,5399,5.81,39.55,2.44,-,-,-,-,-
Daily Detail,3/20/2016,2016,3,Sun,42.06,42,39.79,54846,3220,5.87,39.59,2.47,-,-,-,-,-
Daily Detail,3/21/2016,2016,3,Mon,42.03,42,39.79,48038,2850,5.93,39.53,2.49,-,-,-,-,-
Daily Detail,3/22/2016,2016,3,Tue,41.9,42,39.79,65906,3882,5.89,39.43,2.47,-,-,-,-,-
Daily Detail,3/23/2016,2016,3,Wed,41.1,41,39.79,84870,3397,4,39.45,1.65,-,-,-,-,-
Daily Detail,3/24/2016,2016,3,Thu,39.84,40,39.79,262460,3162,1.2,39.36,0.48,-,-,-,-,-
Daily Detail,3/25/2016,2016,3,Fri,40.36,40,39.79,228124,5916,2.59,39.31,1.05,-,-,-,-,-
Daily Detail,3/26/2016,2016,3,Sat,39.71,40,39.79,162929,1494,0.92,39.35,0.36,-,-,-,-,-
Daily Detail,3/27/2016,2016,3,Sun,39.81,40,39.79,58360,678,1.16,39.35,0.46,-,-,-,-,-
Daily Detail,3/28/2016,2016,3,Mon,39.6,40,39.79,85605,583,0.68,39.33,0.27,-,-,-,-,-
Daily Detail,3/29/2016,2016,3,Tue,39.37,39,39.79,84836,241,0.28,39.26,0.11,-,-,-,-,-
Daily Detail,3/30/2016,2016,3,Wed,36.83,37,39.79,64309,-4119,-6.41,39.19,-2.36,-,-,-,-,-
Daily Detail,3/31/2016,2016,3,Thu,36.91,37,39.79,131168,-7421,-5.66,39,-2.09,-,-,-,-,-
Daily Detail,4/1/2016,2016,4,Fri,37,37,34.99,232410,-12949,-5.57,39.06,-2.06,-,-,-,-,-
Daily Detail,4/2/2016,2016,4,Sat,37.24,37,34.99,195831,-9612,-4.91,39.07,-1.83,-,-,-,-,-
Daily Detail,4/3/2016,2016,4,Sun,37.09,37,34.99,90717,-4826,-5.32,39.06,-1.97,-,-,-,-,-
Daily Detail,4/4/2016,2016,4,Mon,39.35,39,34.99,131638,938,0.71,39.07,0.28,-,-,-,-,-
Daily Detail,4/5/2016,2016,4,Tue,40,40,34.99,81911,1941,2.37,39.05,0.95,-,-,-,-,-
Daily Detail,4/6/2016,2016,4,Wed,42.07,42,34.99,54822,4022,7.34,38.99,3.09,-,-,-,-,-
